IP Address,Timestamp,HTTP Method,Request Path,Status Code,Response Size,Referrer,User Agent,Request Length,Query Parameters Count,Is Secure,Time of Day,Day of Week,User-Agent Length,Referrer Length,Status Code Category,Request Frequency,Status Code Distribution,Request Size Distribution,User-Agent Diversity,Time Interval Between Requests,Path Frequency,Suspicious Patterns
172.18.28.9,2024-09-10T01:09:45+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OJVMB&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:09:45,Tuesday,111,20,2xx,621,"defaultdict(<class 'int'>, {'200': 588, '400': 23, '499': 10})",1124.718196457327,7,0:00:06.729032,1,No
172.18.28.9,2024-09-10T01:10:10+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OJVMB.0&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",276,4,No,01:10:10,Tuesday,111,20,2xx,622,"defaultdict(<class 'int'>, {'200': 589, '400': 23, '499': 10})",1122.911575562701,7,0:00:06.758454,1,No
172.18.28.9,2024-09-10T01:10:10+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OJbVk&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:10:10,Tuesday,111,20,2xx,623,"defaultdict(<class 'int'>, {'200': 590, '400': 23, '499': 10})",1121.112359550562,7,0:00:06.747588,1,No
172.18.28.9,2024-09-10T01:10:35+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OJbVl&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:10:35,Tuesday,111,20,2xx,624,"defaultdict(<class 'int'>, {'200': 591, '400': 23, '499': 10})",1119.3173076923076,7,0:00:06.776886,1,No
172.18.28.9,2024-09-10T01:10:35+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OJhgk&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:10:35,Tuesday,111,20,2xx,625,"defaultdict(<class 'int'>, {'200': 592, '400': 23, '499': 10})",1117.5296,7,0:00:06.766026,1,No
172.18.28.9,2024-09-10T01:11:00+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OJhgl&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:11:00,Tuesday,111,20,2xx,626,"defaultdict(<class 'int'>, {'200': 593, '400': 23, '499': 10})",1115.7460063897763,7,0:00:06.795200,1,No
172.18.28.9,2024-09-10T01:11:01+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OJnri&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:11:01,Tuesday,111,20,2xx,627,"defaultdict(<class 'int'>, {'200': 594, '400': 23, '499': 10})",1113.969696969697,7,0:00:06.785942,1,No
172.18.28.9,2024-09-10T01:11:26+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OJnrj&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:11:26,Tuesday,111,20,2xx,628,"defaultdict(<class 'int'>, {'200': 595, '400': 23, '499': 10})",1112.1974522292994,7,0:00:06.814992,1,No
172.18.28.9,2024-09-10T01:11:26+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OJu0j&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:11:26,Tuesday,111,20,2xx,629,"defaultdict(<class 'int'>, {'200': 596, '400': 23, '499': 10})",1110.4324324324325,7,0:00:06.804140,1,No
172.18.28.9,2024-09-10T01:11:51+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OJu0k&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:11:51,Tuesday,111,20,2xx,630,"defaultdict(<class 'int'>, {'200': 597, '400': 23, '499': 10})",1108.6714285714286,7,0:00:06.833068,1,No
172.18.28.9,2024-09-10T01:11:51+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OJ-9F&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:11:51,Tuesday,111,20,2xx,631,"defaultdict(<class 'int'>, {'200': 598, '400': 23, '499': 10})",1106.917591125198,7,0:00:06.822222,1,No
172.18.28.9,2024-09-10T01:12:16+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OJ-9G&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:12:16,Tuesday,111,20,2xx,632,"defaultdict(<class 'int'>, {'200': 599, '400': 23, '499': 10})",1105.1677215189873,7,0:00:06.851030,1,No
172.18.28.9,2024-09-10T01:12:16+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OK4Gi&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:12:16,Tuesday,111,20,2xx,633,"defaultdict(<class 'int'>, {'200': 600, '400': 23, '499': 10})",1103.4249605055293,7,0:00:06.840190,1,No
172.18.28.9,2024-09-10T01:12:41+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OK4Gj&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:12:41,Tuesday,111,20,2xx,634,"defaultdict(<class 'int'>, {'200': 601, '400': 23, '499': 10})",1101.686119873817,7,0:00:06.868878,1,No
172.18.28.9,2024-09-10T01:12:41+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OKAO3&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:12:41,Tuesday,111,20,2xx,635,"defaultdict(<class 'int'>, {'200': 602, '400': 23, '499': 10})",1099.9543307086615,7,0:00:06.858044,1,No
172.18.28.9,2024-09-10T01:13:06+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OKAO3.0&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",276,4,No,01:13:06,Tuesday,111,20,2xx,636,"defaultdict(<class 'int'>, {'200': 603, '400': 23, '499': 10})",1098.2264150943397,7,0:00:06.886614,1,No
172.18.28.9,2024-09-10T01:13:06+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OKGVB&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:13:06,Tuesday,111,20,2xx,637,"defaultdict(<class 'int'>, {'200': 604, '400': 23, '499': 10})",1096.5054945054944,7,0:00:06.875786,1,No
172.18.28.9,2024-09-10T01:13:31+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OKGVB.0&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",276,4,No,01:13:31,Tuesday,111,20,2xx,638,"defaultdict(<class 'int'>, {'200': 605, '400': 23, '499': 10})",1094.7884012539184,7,0:00:06.904239,1,No
172.18.28.9,2024-09-10T01:13:31+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OKMeX&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:13:31,Tuesday,111,20,2xx,639,"defaultdict(<class 'int'>, {'200': 606, '400': 23, '499': 10})",1093.078247261346,7,0:00:06.893417,1,No
172.18.28.9,2024-09-10T01:13:56+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OKMeY&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:13:56,Tuesday,111,20,2xx,640,"defaultdict(<class 'int'>, {'200': 607, '400': 23, '499': 10})",1091.371875,7,0:00:06.921753,1,No
172.18.28.9,2024-09-10T01:13:56+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OKSlv&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:13:56,Tuesday,111,20,2xx,641,"defaultdict(<class 'int'>, {'200': 608, '400': 23, '499': 10})",1089.6723868954757,7,0:00:06.910938,1,No
172.18.28.9,2024-09-10T01:14:21+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OKSlw&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:14:21,Tuesday,111,20,2xx,642,"defaultdict(<class 'int'>, {'200': 609, '400': 23, '499': 10})",1087.9766355140187,7,0:00:06.939158,1,No
172.18.28.9,2024-09-10T01:14:22+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OKYvZ&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:14:22,Tuesday,111,20,2xx,643,"defaultdict(<class 'int'>, {'200': 610, '400': 23, '499': 10})",1086.2877138413685,7,0:00:06.929907,1,No
172.18.28.9,2024-09-10T01:14:47+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OKYva&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:14:47,Tuesday,111,20,2xx,644,"defaultdict(<class 'int'>, {'200': 611, '400': 23, '499': 10})",1084.6024844720496,7,0:00:06.958009,1,No
172.18.28.9,2024-09-10T01:14:47+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OKf11&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:14:47,Tuesday,111,20,2xx,645,"defaultdict(<class 'int'>, {'200': 612, '400': 23, '499': 10})",1082.9240310077519,7,0:00:06.947205,1,No
172.18.28.9,2024-09-10T01:15:12+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OKf11.0&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",276,4,No,01:15:12,Tuesday,111,20,2xx,646,"defaultdict(<class 'int'>, {'200': 613, '400': 23, '499': 10})",1081.249226006192,7,0:00:06.975194,1,No
172.18.28.9,2024-09-10T01:15:12+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OKl8Q&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:15:12,Tuesday,111,20,2xx,647,"defaultdict(<class 'int'>, {'200': 614, '400': 23, '499': 10})",1079.58114374034,7,0:00:06.964396,1,No
172.18.28.9,2024-09-10T01:15:37+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OKl8R&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:15:37,Tuesday,111,20,2xx,648,"defaultdict(<class 'int'>, {'200': 615, '400': 23, '499': 10})",1077.9166666666667,7,0:00:06.992272,1,No
172.18.28.9,2024-09-10T01:15:37+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OKrGa&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:15:37,Tuesday,111,20,2xx,649,"defaultdict(<class 'int'>, {'200': 616, '400': 23, '499': 10})",1076.2588597842835,7,0:00:06.981481,1,No
172.18.28.9,2024-09-10T01:16:02+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OKrGb&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:16:02,Tuesday,111,20,2xx,650,"defaultdict(<class 'int'>, {'200': 617, '400': 23, '499': 10})",1074.6046153846153,7,0:00:07.009245,1,No
172.18.28.9,2024-09-10T01:16:02+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OKxNx&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:16:02,Tuesday,111,20,2xx,651,"defaultdict(<class 'int'>, {'200': 618, '400': 23, '499': 10})",1072.9569892473119,7,0:00:06.998462,1,No
172.18.28.9,2024-09-10T01:16:27+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OKxNx.0&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",276,4,No,01:16:27,Tuesday,111,20,2xx,652,"defaultdict(<class 'int'>, {'200': 619, '400': 23, '499': 10})",1071.3128834355828,7,0:00:07.026114,1,No
172.18.28.9,2024-09-10T01:16:27+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OL1VS&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:16:27,Tuesday,111,20,2xx,653,"defaultdict(<class 'int'>, {'200': 620, '400': 23, '499': 10})",1069.675344563553,7,0:00:07.015337,1,No
172.18.28.9,2024-09-10T01:16:52+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OL1VT&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:16:52,Tuesday,111,20,2xx,654,"defaultdict(<class 'int'>, {'200': 621, '400': 23, '499': 10})",1068.0412844036698,7,0:00:07.042879,1,No
172.18.28.9,2024-09-10T01:16:52+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OL7d2&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:16:52,Tuesday,111,20,2xx,655,"defaultdict(<class 'int'>, {'200': 622, '400': 23, '499': 10})",1066.4137404580154,7,0:00:07.032110,1,No
172.18.28.9,2024-09-10T01:17:17+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OL7d3&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:17:17,Tuesday,111,20,2xx,656,"defaultdict(<class 'int'>, {'200': 623, '400': 23, '499': 10})",1064.7896341463415,7,0:00:07.059542,1,No
172.18.28.9,2024-09-10T01:17:17+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OLDoL&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:17:17,Tuesday,111,20,2xx,657,"defaultdict(<class 'int'>, {'200': 624, '400': 23, '499': 10})",1063.17199391172,7,0:00:07.048780,1,No
172.18.28.9,2024-09-10T01:17:42+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OLDoM&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:17:42,Tuesday,111,20,2xx,658,"defaultdict(<class 'int'>, {'200': 625, '400': 23, '499': 10})",1061.5577507598784,7,0:00:07.076104,1,No
172.18.28.9,2024-09-10T01:17:42+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OLJvl&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:17:42,Tuesday,111,20,2xx,659,"defaultdict(<class 'int'>, {'200': 626, '400': 23, '499': 10})",1059.949924127466,7,0:00:07.065350,1,No
172.18.28.9,2024-09-10T01:18:07+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OLJvm&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:18:07,Tuesday,111,20,2xx,660,"defaultdict(<class 'int'>, {'200': 627, '400': 23, '499': 10})",1058.3454545454545,7,0:00:07.092564,1,No
172.18.28.9,2024-09-10T01:18:07+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OLQ3T&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:18:07,Tuesday,111,20,2xx,661,"defaultdict(<class 'int'>, {'200': 628, '400': 23, '499': 10})",1056.747352496218,7,0:00:07.081818,1,No
172.18.28.9,2024-09-10T01:18:32+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OLQ3U&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:18:32,Tuesday,111,20,2xx,662,"defaultdict(<class 'int'>, {'200': 629, '400': 23, '499': 10})",1055.1525679758308,7,0:00:07.108926,1,No
172.18.28.9,2024-09-10T01:18:33+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OLWC-&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:18:33,Tuesday,111,20,2xx,663,"defaultdict(<class 'int'>, {'200': 630, '400': 23, '499': 10})",1053.5641025641025,7,0:00:07.099698,1,No
172.18.28.9,2024-09-10T01:18:58+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OLWC_&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:18:58,Tuesday,111,20,2xx,664,"defaultdict(<class 'int'>, {'200': 631, '400': 23, '499': 10})",1051.9789156626507,7,0:00:07.126697,1,No
172.18.28.9,2024-09-10T01:18:58+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OLcN-&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:18:58,Tuesday,111,20,2xx,665,"defaultdict(<class 'int'>, {'200': 632, '400': 23, '499': 10})",1050.4,7,0:00:07.115964,1,No
172.18.28.9,2024-09-10T01:19:23+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OLcN_&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:19:23,Tuesday,111,20,2xx,666,"defaultdict(<class 'int'>, {'200': 633, '400': 23, '499': 10})",1048.8243243243244,7,0:00:07.142857,1,No
172.18.28.9,2024-09-10T01:19:23+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OLiY-&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:19:23,Tuesday,111,20,2xx,667,"defaultdict(<class 'int'>, {'200': 634, '400': 23, '499': 10})",1047.2548725637182,7,0:00:07.132132,1,No
172.18.28.9,2024-09-10T01:19:48+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OLiY_&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:19:48,Tuesday,111,20,2xx,668,"defaultdict(<class 'int'>, {'200': 635, '400': 23, '499': 10})",1045.688622754491,7,0:00:07.158921,1,No
172.18.28.9,2024-09-10T01:19:48+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OLogM&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:19:48,Tuesday,111,20,2xx,669,"defaultdict(<class 'int'>, {'200': 636, '400': 23, '499': 10})",1044.1285500747383,7,0:00:07.148204,1,No
172.18.28.9,2024-09-10T01:20:13+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OLogN&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,01:20:13,Tuesday,111,20,2xx,670,"defaultdict(<class 'int'>, {'200': 637, '400': 23, '499': 10})",1042.5716417910448,7,0:00:07.174888,1,No
172.18.28.9,2024-09-10T01:20:13+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OLuqQ&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:20:13,Tuesday,111,20,2xx,671,"defaultdict(<class 'int'>, {'200': 638, '400': 23, '499': 10})",1041.0208643815201,7,0:00:07.164179,1,No
172.18.28.9,2024-09-10T01:20:38+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7OLuqQ.0&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",276,4,No,01:20:38,Tuesday,111,20,2xx,672,"defaultdict(<class 'int'>, {'200': 639, '400': 23, '499': 10})",1039.4732142857142,7,0:00:07.190760,1,No
172.18.28.9,2024-09-10T01:20:39+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7OL--_&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,01:20:39,Tuesday,111,20,2xx,673,"defaultdict(<class 'int'>, {'200': 640, '400': 23, '499': 10})",1037.9316493313522,7,0:00:07.181548,1,No
